DRAN,DRACT,IPONDI
46 ,15,16.0
46 ,16,6.0
46 ,17,9.0
46 ,19,66.0
47 ,14,11.0
47 ,15,3.0
47 ,16,20.0
47 ,17,21.0
47 ,18,5.0
47 ,19,14.0
48 ,15,20.0
48 ,16,2.0
49 ,14,29.0
49 ,15,1.0
49 ,16,16.0
49 ,17,74.0
49 ,18,13.0
49 ,19,7.0
50 ,14,896.0
50 ,16,4.0
50 ,17,15.0
50 ,18,4.0
51 ,14,15.0
51 ,16,24.0
51 ,17,20.0
51 ,18,3.0
52 ,15,1.0
52 ,16,1.0
52 ,17,2.0
53 ,14,58.0
53 ,16,3.0
53 ,17,13.0
53 ,18,4.0
53 ,19,3.0
54 ,14,10.0
54 ,15,2.0
54 ,16,6.0
54 ,17,16.0
54 ,18,12.0
54 ,19,7.0
55 ,14,2.0
55 ,15,1.0
55 ,16,1.0
55 ,17,7.0
55 ,18,2.0
56 ,14,32.0
56 ,15,3.0
56 ,16,6.0
56 ,17,36.0
56 ,18,16.0
56 ,19,2.0
57 ,14,15.0
57 ,16,10.0
57 ,17,13.0
57 ,18,4.0
57 ,19,6.0
58 ,14,5.0
58 ,15,2.0
58 ,16,8.0
58 ,17,19.0
58 ,18,48.0
58 ,19,2.0
59 ,14,62.0
59 ,15,11.0
59 ,16,20.0
59 ,17,44.0
59 ,18,37.0
59 ,19,10.0
60 ,14,37.0
60 ,15,1.0
60 ,16,3.0
60 ,17,34.0
60 ,18,27.0
60 ,19,6.0
61 ,14,487.0
61 ,16,4.0
61 ,17,6.0
61 ,18,6.0
62 ,14,29.0
62 ,16,1.0
62 ,17,20.0
62 ,18,19.0
62 ,19,8.0
63 ,14,7.0
63 ,15,70.0
63 ,16,12.0
63 ,17,17.0
63 ,18,34.0
63 ,19,38.0
64 ,14,4.0
64 ,15,8.0
64 ,16,22.0
64 ,17,58.0
64 ,18,6.0
64 ,19,10.0
65 ,14,6.0
65 ,15,1.0
65 ,16,21.0
65 ,17,8.0
65 ,18,5.0
65 ,19,3.0
66 ,14,7.0
66 ,15,2.0
66 ,16,2.0
66 ,17,16.0
67 ,14,14.0
67 ,15,1.0
67 ,16,3.0
67 ,17,27.0
67 ,18,12.0
67 ,19,6.0
68 ,14,7.0
68 ,16,6.0
68 ,17,2.0
68 ,18,3.0
68 ,19,4.0
69 ,14,44.0
69 ,15,24.0
69 ,16,30.0
69 ,17,45.0
69 ,18,42.0
69 ,19,14.0
70 ,17,3.0
70 ,18,2.0
71 ,14,4.0
71 ,15,3.0
71 ,17,13.0
71 ,18,11.0
72 ,14,82.0
72 ,15,1.0
72 ,16,8.0
72 ,17,26.0
72 ,18,8.0
72 ,19,3.0
73 ,14,14.0
73 ,15,3.0
73 ,16,8.0
73 ,17,13.0
73 ,18,4.0
73 ,19,3.0
74 ,14,11.0
74 ,15,2.0
74 ,16,1.0
74 ,17,16.0
74 ,18,4.0
74 ,19,3.0
75 ,14,167.0
75 ,15,21.0
75 ,16,64.0
75 ,17,161.0
75 ,18,85.0
75 ,19,29.0
76 ,14,303.0
76 ,15,3.0
76 ,16,13.0
76 ,17,46.0
76 ,18,13.0
76 ,19,5.0
77 ,14,40.0
77 ,15,11.0
77 ,16,24.0
77 ,17,113.0
77 ,18,17.0
77 ,19,19.0
78 ,14,106.0
78 ,15,3.0
78 ,16,24.0
78 ,17,114.0
78 ,18,38.0
78 ,19,6.0
79 ,14,6.0
79 ,15,1.0
79 ,16,36.0
79 ,17,273.0
79 ,18,7.0
79 ,19,5.0
80 ,14,23.0
80 ,17,16.0
80 ,18,4.0
80 ,19,2.0
81 ,14,3.0
81 ,15,4.0
81 ,16,4.0
81 ,17,26.0
81 ,18,4.0
81 ,19,8.0
82 ,14,6.0
82 ,15,1.0
82 ,16,5.0
82 ,17,12.0
82 ,18,1.0
82 ,19,10.0
83 ,14,21.0
83 ,15,4.0
83 ,16,11.0
83 ,17,25.0
83 ,18,11.0
83 ,19,8.0
84 ,14,7.0
84 ,15,1.0
84 ,16,3.0
84 ,17,8.0
84 ,18,4.0
85 ,14,18.0
85 ,15,7.0
85 ,16,5.0
85 ,17,197.0
85 ,18,7.0
86 ,14,15.0
86 ,15,4.0
86 ,16,108.0
86 ,17,217.0
86 ,18,12.0
86 ,19,12.0
87 ,14,12.0
87 ,15,7.0
87 ,16,47.0
87 ,17,60.0
87 ,18,10.0
87 ,19,103.0
88 ,14,6.0
88 ,16,5.0
88 ,18,1.0
89 ,14,2.0
89 ,16,7.0
89 ,17,24.0
89 ,18,9.0
89 ,19,4.0
90 ,16,6.0
90 ,18,6.0
91 ,14,52.0
91 ,15,8.0
91 ,16,22.0
91 ,17,83.0
91 ,18,61.0
91 ,19,13.0
92 ,14,96.0
92 ,15,5.0
92 ,16,26.0
92 ,17,141.0
92 ,18,35.0
92 ,19,8.0
93 ,14,62.0
93 ,15,2.0
93 ,16,22.0
93 ,17,55.0
93 ,18,19.0
93 ,19,14.0
94 ,14,57.0
94 ,15,5.0
94 ,16,26.0
94 ,17,91.0
94 ,18,40.0
94 ,19,7.0
95 ,14,53.0
95 ,15,4.0
95 ,16,34.0
95 ,17,79.0
95 ,18,29.0
95 ,19,8.0
971,14,6.0
971,16,6.0
971,17,9.0
971,18,17.0
972,14,9.0
972,16,6.0
972,17,15.0
972,19,1.0
973,14,2.0
973,15,2.0
973,16,11.0
973,17,13.0
973,18,16.0
973,19,6.0
974,14,13.0
974,15,2.0
974,16,31.0
974,17,30.0
974,18,15.0
974,19,12.0
976,14,11.0
976,15,7.0
976,16,11.0
976,17,8.0
976,18,1.0
976,19,3.0
977,13,1.0
978,17,4.0
98,14,11.0
98,15,1.0
98,16,11.0
98,17,24.0
98,18,1.0
98,19,5.0
99,14,374.0
99,15,73.0
99,16,115.0
99,17,441.0
99,18,151.0
99,19,84.0
01 ,21,83.0
01 ,22,5.0
01 ,23,1.0
01 ,24,1.0
01 ,25,36.0
01 ,26,60.0
01 ,27,4.0
01 ,28,4.0
01 ,29,29.0
02 ,19,1.0
02 ,21,7.0
02 ,22,6.0
02 ,24,11.0
02 ,25,4.0
02 ,26,4.0
02 ,27,9.0
02 ,28,8.0
02 ,29,9.0
03 ,21,37.0
03 ,22,1.0
03 ,23,8.0
03 ,24,3.0
03 ,25,11.0
03 ,26,20.0
03 ,27,7.0
03 ,28,4.0
03 ,29,6.0
04 ,21,5.0
04 ,22,2.0
04 ,25,5.0
04 ,26,16.0
04 ,28,2.0
04 ,29,6.0
05 ,21,13.0
05 ,22,1.0
05 ,25,3.0
05 ,26,12.0
05 ,29,6.0
06 ,21,20.0
06 ,22,22.0
06 ,23,2.0
06 ,24,11.0
06 ,25,24.0
06 ,26,47.0
06 ,27,3.0
06 ,28,13.0
06 ,29,50.0
07 ,19,3.0
07 ,21,11.0
07 ,22,1.0
07 ,23,1.0
07 ,24,8.0
07 ,25,1.0
07 ,26,747.0
07 ,27,3.0
07 ,28,7.0
07 ,29,13.0
08 ,21,8.0
08 ,22,3.0
08 ,24,2.0
08 ,25,4.0
08 ,26,7.0
08 ,27,2.0
08 ,28,2.0
08 ,29,1.0
09 ,21,1.0
09 ,24,2.0
09 ,25,3.0
09 ,27,1.0
09 ,29,3.0
10 ,21,121.0
10 ,22,4.0
10 ,24,13.0
10 ,25,18.0
10 ,26,11.0
10 ,27,2.0
10 ,28,3.0
10 ,29,10.0
11 ,19,7.0
11 ,21,6.0
11 ,22,9.0
11 ,23,1.0
11 ,24,2.0
11 ,25,5.0
11 ,26,8.0
11 ,27,1.0
11 ,28,4.0
11 ,29,8.0
12 ,21,2.0
12 ,22,1.0
12 ,24,9.0
12 ,25,9.0
12 ,26,9.0
12 ,27,1.0
12 ,28,1.0
12 ,29,7.0
13 ,21,68.0
13 ,22,9.0
13 ,23,4.0
13 ,24,19.0
13 ,25,58.0
13 ,26,116.0
13 ,27,29.0
13 ,28,5.0
13 ,29,60.0
14 ,21,13.0
14 ,22,43.0
14 ,24,9.0
14 ,25,6.0
14 ,26,14.0
14 ,27,93.0
14 ,28,25.0
14 ,29,69.0
15 ,21,4.0
15 ,24,16.0
15 ,25,1.0
15 ,26,5.0
15 ,27,5.0
16 ,21,8.0
16 ,22,10.0
16 ,23,2.0
16 ,24,24.0
16 ,25,7.0
16 ,26,2.0
16 ,27,4.0
16 ,28,8.0
16 ,29,13.0
17 ,21,11.0
17 ,22,14.0
17 ,23,7.0
17 ,24,39.0
17 ,25,14.0
17 ,26,13.0
17 ,27,9.0
17 ,28,14.0
17 ,29,50.0
18 ,21,26.0
18 ,22,2.0
18 ,23,4.0
18 ,24,3.0
18 ,25,2.0
18 ,26,6.0
18 ,27,3.0
18 ,28,29.0
18 ,29,31.0
19 ,21,8.0
19 ,22,6.0
19 ,23,10.0
19 ,24,53.0
19 ,25,6.0
19 ,26,3.0
19 ,27,1.0
19 ,28,2.0
19 ,29,14.0
21 ,21,87980.0
21 ,22,10.0
21 ,23,10.0
21 ,25,159.0
21 ,26,12.0
21 ,27,9.0
21 ,28,8.0
21 ,29,31.0
22 ,21,10.0
22 ,22,59170.0
22 ,24,3.0
22 ,25,10.0
22 ,26,6.0
22 ,27,8.0
22 ,28,15.0
22 ,29,588.0
23 ,21,3.0
23 ,23,4627.0
23 ,24,5.0
23 ,25,1.0
23 ,26,4.0
23 ,28,7.0
23 ,29,4.0
24 ,21,6.0
24 ,22,2.0
24 ,23,5.0
24 ,24,31436.0
24 ,25,5.0
24 ,26,7.0
24 ,27,18.0
24 ,28,2.0
24 ,29,16.0
25 ,21,234.0
25 ,22,2.0
25 ,23,6.0
25 ,24,5.0
25 ,25,73364.0
25 ,26,27.0
25 ,27,4.0
25 ,28,7.0
25 ,29,14.0
26 ,21,27.0
26 ,22,3.0
26 ,24,3.0
26 ,25,5.0
26 ,26,83025.0
26 ,27,5.0
26 ,28,4.0
26 ,29,16.0
27 ,21,10.0
27 ,22,14.0
27 ,24,4.0
27 ,25,7.0
27 ,26,7.0
27 ,27,57312.0
27 ,28,69.0
27 ,29,44.0
28 ,21,8.0
28 ,22,13.0
28 ,24,4.0
28 ,25,12.0
28 ,26,6.0
28 ,27,55.0
28 ,28,53511.0
28 ,29,17.0
29 ,19,2.0
29 ,21,12.0
29 ,22,259.0
29 ,24,10.0
29 ,25,16.0
29 ,26,28.0
29 ,27,6.0
29 ,28,15.0
29 ,29,159060.0
2A ,21,2.0
2A ,22,2.0
2A ,24,1.0
2A ,25,1.0
2A ,26,5.0
2A ,27,3.0
2A ,29,17.0
2B ,19,1.0
2B ,21,4.0
2B ,22,1.0
2B ,25,6.0
2B ,26,2.0
2B ,28,2.0
2B ,29,7.0
30 ,21,11.0
30 ,22,9.0
30 ,23,1.0
30 ,24,5.0
30 ,25,9.0
30 ,26,78.0
30 ,27,6.0
30 ,28,8.0
30 ,29,24.0
31 ,21,39.0
31 ,22,12.0
31 ,23,12.0
31 ,24,34.0
31 ,25,29.0
31 ,26,37.0
31 ,27,18.0
31 ,28,15.0
31 ,29,53.0
32 ,21,1.0
32 ,22,1.0
32 ,24,4.0
32 ,25,2.0
32 ,29,6.0
33 ,21,60.0
33 ,22,20.0
33 ,23,5.0
33 ,24,327.0
33 ,25,19.0
33 ,26,26.0
33 ,27,14.0
33 ,28,16.0
33 ,29,103.0
34 ,21,41.0
34 ,22,23.0
34 ,24,17.0
34 ,25,38.0
34 ,26,110.0
34 ,27,23.0
34 ,28,15.0
34 ,29,27.0
35 ,21,29.0
35 ,22,456.0
35 ,23,1.0
35 ,24,9.0
35 ,25,20.0
35 ,26,10.0
35 ,27,30.0
35 ,28,23.0
35 ,29,471.0
36 ,21,4.0
36 ,22,2.0
36 ,23,5.0
36 ,24,16.0
36 ,25,3.0
36 ,28,17.0
36 ,29,9.0
37 ,21,17.0
37 ,22,22.0
37 ,23,3.0
37 ,24,14.0
37 ,25,15.0
37 ,26,17.0
37 ,27,14.0
37 ,28,57.0
37 ,29,46.0
38 ,21,78.0
38 ,22,13.0
38 ,23,1.0
38 ,25,45.0
38 ,26,377.0
38 ,27,11.0
38 ,28,4.0
38 ,29,46.0
39 ,21,189.0
39 ,22,1.0
39 ,23,2.0
39 ,24,2.0
39 ,25,369.0
39 ,26,5.0
39 ,29,2.0
40 ,21,5.0
40 ,22,4.0
40 ,23,1.0
40 ,24,30.0
40 ,25,5.0
40 ,26,9.0
40 ,27,1.0
40 ,28,2.0
40 ,29,14.0
41 ,21,14.0
41 ,22,14.0
41 ,23,1.0
41 ,24,6.0
41 ,25,4.0
41 ,26,6.0
41 ,28,81.0
41 ,29,21.0
42 ,21,39.0
42 ,22,7.0
42 ,24,6.0
42 ,25,26.0
42 ,26,75.0
42 ,27,5.0
42 ,28,10.0
42 ,29,16.0
43 ,21,4.0
43 ,22,1.0
43 ,24,2.0
43 ,26,13.0
43 ,28,2.0
43 ,29,7.0
44 ,21,33.0
44 ,22,91.0
44 ,23,3.0
44 ,24,28.0
44 ,25,13.0
44 ,26,17.0
44 ,27,16.0
44 ,28,23.0
44 ,29,285.0
45 ,21,43.0
45 ,22,10.0
45 ,23,3.0
45 ,24,12.0
45 ,25,14.0
45 ,26,15.0
45 ,27,33.0
45 ,28,116.0
45 ,29,52.0
46 ,21,2.0
46 ,24,11.0
46 ,25,1.0
46 ,28,4.0
46 ,29,3.0
47 ,21,10.0
47 ,22,5.0
47 ,23,2.0
47 ,24,71.0
47 ,25,4.0
47 ,26,8.0
47 ,27,3.0
47 ,29,12.0
48 ,21,6.0
48 ,23,2.0
48 ,24,1.0
48 ,27,1.0
49 ,21,25.0
49 ,22,44.0
49 ,23,1.0
49 ,24,7.0
49 ,25,15.0
49 ,26,13.0
49 ,27,20.0
49 ,28,17.0
49 ,29,84.0
50 ,19,3.0
50 ,21,8.0
50 ,22,27.0
50 ,23,7.0
50 ,24,10.0
50 ,25,7.0
50 ,26,6.0
50 ,27,21.0
50 ,28,10.0
50 ,29,63.0
51 ,19,4.0
51 ,21,87.0
51 ,22,10.0
51 ,23,2.0
51 ,24,2.0
51 ,25,19.0
51 ,26,16.0
51 ,27,16.0
51 ,28,9.0
51 ,29,35.0
52 ,21,135.0
52 ,22,4.0
52 ,24,1.0
52 ,25,11.0
52 ,26,8.0
52 ,28,2.0
52 ,29,10.0
53 ,21,7.0
53 ,22,32.0
53 ,23,2.0
53 ,24,2.0
53 ,25,1.0
53 ,27,3.0
53 ,28,5.0
53 ,29,31.0
54 ,21,82.0
54 ,22,8.0
54 ,24,3.0
54 ,25,53.0
54 ,26,11.0
54 ,27,9.0
54 ,28,5.0
54 ,29,19.0
55 ,19,1.0
55 ,21,7.0
55 ,22,2.0
55 ,24,2.0
55 ,25,11.0
55 ,26,5.0
55 ,27,1.0
55 ,28,4.0
55 ,29,1.0
56 ,21,11.0
56 ,22,129.0
56 ,23,2.0
56 ,24,5.0
56 ,25,9.0
56 ,26,10.0
56 ,27,2.0
56 ,28,13.0
56 ,29,636.0
57 ,21,35.0
57 ,22,3.0
57 ,23,2.0
57 ,24,6.0
57 ,25,52.0
57 ,26,22.0
57 ,27,1.0
57 ,28,11.0
57 ,29,17.0
58 ,21,151.0
58 ,22,3.0
58 ,24,3.0
58 ,25,9.0
58 ,26,3.0
58 ,27,7.0
58 ,28,1.0
58 ,29,8.0
59 ,21,39.0
59 ,22,31.0
59 ,23,3.0
59 ,24,33.0
59 ,25,39.0
59 ,26,66.0
59 ,27,35.0
59 ,28,31.0
59 ,29,89.0
60 ,21,14.0
60 ,22,31.0
60 ,24,11.0
60 ,25,10.0
60 ,26,15.0
60 ,27,103.0
60 ,28,14.0
60 ,29,31.0
61 ,19,3.0
61 ,21,8.0
61 ,22,13.0
61 ,24,4.0
61 ,26,6.0
61 ,27,37.0
61 ,28,83.0
61 ,29,113.0
62 ,21,14.0
62 ,22,6.0
62 ,23,1.0
62 ,24,24.0
62 ,25,21.0
62 ,26,29.0
62 ,27,19.0
62 ,28,6.0
62 ,29,31.0
63 ,21,41.0
63 ,22,10.0
63 ,23,9.0
63 ,24,15.0
63 ,25,16.0
63 ,26,16.0
63 ,27,11.0
63 ,28,14.0
63 ,29,28.0
64 ,21,10.0
64 ,22,10.0
64 ,23,6.0
64 ,24,32.0
64 ,25,10.0
64 ,26,16.0
64 ,27,2.0
64 ,28,8.0
64 ,29,24.0
65 ,21,5.0
65 ,24,5.0
65 ,25,8.0
65 ,26,3.0
65 ,27,2.0
65 ,28,11.0
65 ,29,8.0
66 ,19,2.0
66 ,21,17.0
66 ,22,9.0
66 ,23,3.0
66 ,24,14.0
66 ,25,5.0
66 ,26,13.0
66 ,27,14.0
66 ,28,1.0
66 ,29,19.0
67 ,21,92.0
67 ,22,10.0
67 ,23,3.0
67 ,24,11.0
67 ,25,89.0
67 ,26,11.0
67 ,27,13.0
67 ,28,5.0
67 ,29,40.0
68 ,21,62.0
68 ,22,1.0
68 ,25,92.0
68 ,26,10.0
68 ,27,1.0
68 ,28,14.0
68 ,29,19.0
69 ,21,217.0
69 ,22,16.0
69 ,23,2.0
69 ,24,8.0
69 ,25,120.0
69 ,26,281.0
69 ,27,19.0
69 ,28,11.0
69 ,29,67.0
70 ,19,1.0
70 ,21,94.0
70 ,22,2.0
70 ,24,2.0
70 ,25,517.0
70 ,26,1.0
70 ,27,6.0
70 ,28,3.0
70 ,29,8.0
71 ,21,850.0
71 ,22,9.0
71 ,23,1.0
71 ,24,10.0
71 ,25,55.0
71 ,26,26.0
71 ,27,2.0
71 ,29,5.0
72 ,21,9.0
72 ,22,20.0
72 ,23,1.0
72 ,24,1.0
72 ,25,10.0
72 ,26,4.0
72 ,27,19.0
72 ,28,40.0
72 ,29,74.0
73 ,21,38.0
73 ,22,7.0
73 ,24,12.0
73 ,25,16.0
73 ,26,41.0
73 ,27,10.0
73 ,28,2.0
73 ,29,19.0
74 ,21,63.0
74 ,22,17.0
74 ,23,1.0
74 ,24,5.0
74 ,25,54.0
74 ,26,74.0
74 ,27,4.0
74 ,28,2.0
74 ,29,33.0
75 ,21,137.0
75 ,22,71.0
75 ,23,1.0
75 ,24,56.0
75 ,25,113.0
75 ,26,67.0
75 ,27,101.0
75 ,28,107.0
75 ,29,219.0
76 ,21,30.0
76 ,22,19.0
76 ,23,2.0
76 ,24,8.0
76 ,25,12.0
76 ,26,9.0
76 ,27,397.0
76 ,28,41.0
76 ,29,69.0
77 ,21,72.0
77 ,22,31.0
77 ,23,1.0
77 ,24,22.0
77 ,25,23.0
77 ,26,27.0
77 ,27,42.0
77 ,28,27.0
77 ,29,76.0
78 ,21,61.0
78 ,22,42.0
78 ,24,20.0
78 ,25,31.0
78 ,26,52.0
78 ,27,224.0
78 ,28,222.0
78 ,29,140.0
79 ,21,4.0
79 ,22,8.0
79 ,23,2.0
79 ,24,9.0
79 ,25,3.0
79 ,27,4.0
79 ,28,3.0
79 ,29,23.0
80 ,21,23.0
80 ,22,6.0
80 ,24,2.0
80 ,25,16.0
80 ,26,4.0
80 ,27,16.0
80 ,28,21.0
80 ,29,25.0
81 ,21,5.0
81 ,22,6.0
81 ,24,10.0
81 ,25,26.0
81 ,26,4.0
81 ,27,1.0
81 ,28,5.0
81 ,29,7.0
82 ,21,3.0
82 ,22,5.0
82 ,24,9.0
82 ,25,3.0
82 ,26,9.0
82 ,27,1.0
82 ,28,3.0
82 ,29,9.0
83 ,21,33.0
83 ,22,15.0
83 ,23,4.0
83 ,24,7.0
83 ,25,28.0
83 ,26,61.0
83 ,27,7.0
83 ,28,4.0
83 ,29,141.0
84 ,19,2.0
84 ,21,18.0
84 ,22,3.0
84 ,24,4.0
84 ,25,12.0
84 ,26,205.0
84 ,27,4.0
84 ,28,4.0
84 ,29,12.0
85 ,19,1.0
85 ,21,5.0
85 ,22,12.0
85 ,24,16.0
85 ,25,2.0
85 ,26,2.0
85 ,27,4.0
85 ,28,12.0
85 ,29,60.0
86 ,21,10.0
86 ,22,5.0
86 ,23,5.0
86 ,24,8.0
86 ,25,8.0
86 ,26,3.0
86 ,27,15.0
86 ,28,10.0
86 ,29,25.0
87 ,21,12.0
87 ,22,2.0
87 ,23,46.0
87 ,24,47.0
87 ,25,11.0
87 ,26,6.0
87 ,27,6.0
87 ,28,16.0
87 ,29,24.0
88 ,19,6.0
88 ,21,23.0
88 ,22,3.0
88 ,24,1.0
88 ,25,22.0
88 ,26,15.0
88 ,27,1.0
88 ,28,3.0
88 ,29,4.0
89 ,21,447.0
89 ,22,7.0
89 ,24,1.0
89 ,25,14.0
89 ,26,9.0
89 ,27,4.0
89 ,28,4.0
89 ,29,6.0
90 ,21,40.0
90 ,22,2.0
90 ,24,2.0
90 ,25,297.0
90 ,26,8.0
90 ,29,3.0
91 ,21,34.0
91 ,22,36.0
91 ,23,2.0
91 ,24,23.0
91 ,25,36.0
91 ,26,32.0
91 ,27,35.0
91 ,28,87.0
91 ,29,116.0
92 ,21,56.0
92 ,22,49.0
92 ,23,1.0
92 ,24,32.0
92 ,25,28.0
92 ,26,22.0
92 ,27,77.0
92 ,28,96.0
92 ,29,130.0
93 ,21,50.0
93 ,22,28.0
93 ,23,1.0
93 ,24,11.0
93 ,25,29.0
93 ,26,19.0
93 ,27,90.0
93 ,28,49.0
93 ,29,69.0
94 ,21,57.0
94 ,22,38.0
94 ,23,3.0
94 ,24,6.0
94 ,25,29.0
94 ,26,25.0
94 ,27,56.0
94 ,28,47.0
94 ,29,80.0
95 ,21,32.0
95 ,22,43.0
95 ,23,4.0
95 ,24,4.0
95 ,25,31.0
95 ,26,9.0
95 ,27,174.0
95 ,28,43.0
95 ,29,78.0
971,19,3.0
971,21,20.0
971,24,2.0
971,25,7.0
971,26,2.0
971,27,11.0
971,28,10.0
971,29,16.0
972,21,6.0
972,22,4.0
972,23,6.0
972,24,6.0
972,25,11.0
972,26,4.0
972,27,5.0
972,28,14.0
972,29,40.0
973,21,6.0
973,23,1.0
973,24,4.0
973,25,6.0
973,26,3.0
973,27,1.0
973,28,10.0
973,29,27.0
974,21,41.0
974,22,22.0
974,24,8.0
974,25,21.0
974,26,29.0
974,27,9.0
974,28,21.0
974,29,79.0
975,21,1.0
975,24,1.0
975,26,1.0
975,29,1.0
976,21,5.0
976,22,6.0
976,23,4.0
976,24,4.0
976,25,27.0
976,26,5.0
976,27,6.0
976,28,2.0
976,29,37.0
978,24,1.0
978,29,2.0
98,21,11.0
98,22,3.0
98,24,5.0
98,25,6.0
98,26,3.0
98,28,1.0
98,29,63.0
99,21,620.0
99,22,208.0
99,23,20.0
99,24,129.0
99,25,558.0
99,26,362.0
99,27,211.0
99,28,257.0
99,29,745.0
01 ,2A,2.0
01 ,2B,4.0
01 ,30,23.0
01 ,31,35.0
02 ,2B,5.0
02 ,30,14.0
02 ,31,23.0
03 ,2A,1.0
03 ,2B,1.0
03 ,30,5.0
03 ,31,33.0
04 ,2A,5.0
04 ,2B,4.0
04 ,30,17.0
04 ,31,32.0
05 ,2A,6.0
05 ,2B,3.0
05 ,30,24.0
05 ,31,21.0
06 ,2A,79.0
06 ,2B,98.0
06 ,30,61.0
06 ,31,213.0
07 ,2A,1.0
07 ,30,78.0
07 ,31,21.0
08 ,2A,3.0
08 ,2B,3.0
08 ,30,7.0
08 ,31,21.0
09 ,30,9.0
09 ,31,500.0
10 ,30,12.0
10 ,31,37.0
11 ,2A,1.0
11 ,2B,16.0
11 ,30,63.0
11 ,31,679.0
12 ,2A,4.0
12 ,2B,3.0
12 ,30,17.0
12 ,31,375.0
13 ,2A,48.0
13 ,2B,142.0
13 ,30,548.0
13 ,31,439.0
14 ,2A,3.0
14 ,30,15.0
14 ,31,70.0
15 ,29,2.0
15 ,2A,5.0
15 ,2B,5.0
15 ,30,5.0
15 ,31,61.0
16 ,2B,2.0
16 ,30,3.0
16 ,31,74.0
17 ,2A,8.0
17 ,2B,13.0
17 ,30,15.0
17 ,31,139.0
18 ,2A,2.0
18 ,2B,7.0
18 ,30,10.0
18 ,31,47.0
19 ,2B,7.0
19 ,30,6.0
19 ,31,102.0
21 ,2A,4.0
21 ,2B,5.0
21 ,30,24.0
21 ,31,73.0
22 ,2B,5.0
22 ,30,7.0
22 ,31,35.0
23 ,30,5.0
23 ,31,21.0
24 ,2A,1.0
24 ,2B,8.0
24 ,30,9.0
24 ,31,126.0
25 ,2B,14.0
25 ,30,16.0
25 ,31,63.0
26 ,2A,2.0
26 ,2B,11.0
26 ,30,97.0
26 ,31,40.0
27 ,2A,1.0
27 ,2B,9.0
27 ,30,20.0
27 ,31,40.0
28 ,2B,11.0
28 ,31,39.0
29 ,2A,9.0
29 ,2B,10.0
29 ,30,13.0
29 ,31,103.0
2A ,2A,32055.0
2A ,2B,464.0
2A ,30,9.0
2A ,31,28.0
2B ,2A,86.0
2B ,2B,58408.0
2B ,30,16.0
2B ,31,37.0
30 ,2A,4.0
30 ,2B,31.0
30 ,30,121534.0
30 ,31,188.0
31 ,2A,18.0
31 ,2B,34.0
31 ,30,69.0
31 ,31,306158.0
32 ,30,2.0
32 ,31,600.0
33 ,2A,23.0
33 ,2B,19.0
33 ,30,19.0
33 ,31,726.0
34 ,2A,11.0
34 ,2B,30.0
34 ,30,770.0
34 ,31,678.0
35 ,2A,6.0
35 ,2B,23.0
35 ,30,31.0
35 ,31,160.0
36 ,2B,1.0
36 ,30,7.0
36 ,31,31.0
37 ,2B,6.0
37 ,30,4.0
37 ,31,136.0
38 ,2A,5.0
38 ,2B,10.0
38 ,30,78.0
38 ,31,212.0
39 ,2B,5.0
39 ,30,15.0
39 ,31,6.0
40 ,2B,2.0
40 ,30,20.0
40 ,31,160.0
41 ,2A,2.0
41 ,2B,1.0
41 ,30,6.0
41 ,31,25.0
42 ,2A,1.0
42 ,2B,7.0
42 ,30,42.0
42 ,31,64.0
43 ,2A,3.0
43 ,30,29.0
43 ,31,25.0
44 ,2A,6.0
44 ,2B,18.0
44 ,30,16.0
44 ,31,242.0
45 ,2A,1.0
45 ,2B,7.0
45 ,30,24.0
45 ,31,144.0
46 ,2A,2.0
46 ,2B,3.0
46 ,30,10.0
46 ,31,277.0
47 ,2A,3.0
47 ,2B,6.0
47 ,30,15.0
47 ,31,305.0
48 ,2A,4.0
48 ,30,65.0
48 ,31,23.0
49 ,2A,1.0
49 ,2B,1.0
49 ,30,17.0
49 ,31,102.0
50 ,2A,1.0
50 ,2B,1.0
50 ,30,3.0
50 ,31,40.0
51 ,2A,2.0
51 ,2B,4.0
51 ,30,26.0
51 ,31,77.0
52 ,2A,1.0
52 ,2B,13.0
52 ,30,6.0
52 ,31,6.0
53 ,2B,4.0
53 ,30,11.0
53 ,31,23.0
54 ,2A,13.0
54 ,2B,7.0
54 ,30,30.0
54 ,31,77.0
55 ,2B,1.0
55 ,30,7.0
55 ,31,9.0
56 ,2A,4.0
56 ,2B,4.0
56 ,30,11.0
56 ,31,82.0
57 ,2A,12.0
57 ,2B,12.0
57 ,30,24.0
57 ,31,68.0
58 ,2A,1.0
58 ,2B,4.0
58 ,30,11.0
58 ,31,17.0
59 ,2A,18.0
59 ,2B,27.0
59 ,30,57.0
59 ,31,238.0
60 ,2A,2.0
60 ,2B,5.0
60 ,30,34.0
60 ,31,109.0
61 ,2A,2.0
61 ,30,1.0
61 ,31,13.0
62 ,2A,8.0
62 ,2B,7.0
62 ,30,28.0
62 ,31,49.0
63 ,2A,5.0
63 ,2B,6.0
63 ,30,39.0
63 ,31,129.0
64 ,2A,12.0
64 ,2B,16.0
64 ,30,27.0
64 ,31,495.0
65 ,2B,1.0
65 ,30,5.0
65 ,31,415.0
66 ,2A,5.0
66 ,2B,9.0
66 ,30,63.0
66 ,31,391.0
67 ,2A,2.0
67 ,2B,5.0
67 ,30,17.0
67 ,31,100.0
68 ,2B,27.0
68 ,30,13.0
68 ,31,64.0
69 ,2A,27.0
