DRAN,DRACT,IPONDI
69 ,2B,59.0
69 ,30,134.0
69 ,31,406.0
70 ,2A,4.0
70 ,2B,5.0
70 ,30,8.0
70 ,31,7.0
71 ,2A,2.0
71 ,2B,6.0
71 ,30,8.0
71 ,31,45.0
72 ,2A,12.0
72 ,2B,1.0
72 ,30,9.0
72 ,31,96.0
73 ,2A,5.0
73 ,2B,21.0
73 ,30,33.0
73 ,31,42.0
74 ,2A,7.0
74 ,2B,8.0
74 ,30,49.0
74 ,31,88.0
75 ,2A,84.0
75 ,2B,67.0
75 ,30,109.0
75 ,31,779.0
76 ,2A,2.0
76 ,2B,14.0
76 ,30,35.0
76 ,31,133.0
77 ,2A,6.0
77 ,2B,23.0
77 ,30,50.0
77 ,31,183.0
78 ,2A,28.0
78 ,2B,14.0
78 ,30,78.0
78 ,31,309.0
79 ,2B,1.0
79 ,30,4.0
79 ,31,46.0
80 ,2A,6.0
80 ,2B,7.0
80 ,30,7.0
80 ,31,44.0
81 ,2A,1.0
81 ,2B,10.0
81 ,30,20.0
81 ,31,1111.0
82 ,2A,1.0
82 ,2B,4.0
82 ,30,3.0
82 ,31,844.0
83 ,2A,26.0
83 ,2B,69.0
83 ,30,116.0
83 ,31,141.0
84 ,2A,15.0
84 ,2B,28.0
84 ,30,423.0
84 ,31,76.0
85 ,2A,3.0
85 ,2B,7.0
85 ,30,5.0
85 ,31,46.0
86 ,2B,5.0
86 ,30,9.0
86 ,31,111.0
87 ,2B,6.0
87 ,30,23.0
87 ,31,164.0
88 ,2A,2.0
88 ,2B,2.0
88 ,30,2.0
88 ,31,18.0
89 ,2B,4.0
89 ,30,5.0
89 ,31,22.0
90 ,2A,1.0
90 ,2B,1.0
90 ,30,6.0
90 ,31,11.0
91 ,2A,13.0
91 ,2B,12.0
91 ,30,65.0
91 ,31,273.0
92 ,2A,16.0
92 ,2B,4.0
92 ,30,53.0
92 ,31,413.0
93 ,2A,12.0
93 ,2B,26.0
93 ,30,26.0
93 ,31,182.0
94 ,2A,7.0
94 ,2B,14.0
94 ,30,46.0
94 ,31,238.0
95 ,2B,20.0
95 ,30,39.0
95 ,31,184.0
971,2B,4.0
971,30,11.0
971,31,91.0
972,2B,12.0
972,30,7.0
972,31,131.0
973,2A,4.0
973,2B,13.0
973,30,12.0
973,31,123.0
974,2A,8.0
974,2B,9.0
974,30,41.0
974,31,220.0
975,2B,2.0
975,31,5.0
976,30,31.0
976,31,85.0
977,31,5.0
978,2B,4.0
978,31,20.0
98,2A,16.0
98,2B,14.0
98,30,14.0
98,31,92.0
99,2A,46.0
99,2B,193.0
99,30,443.0
99,31,3457.0
01 ,33,29.0
01 ,34,66.0
02 ,32,4.0
02 ,33,38.0
02 ,34,35.0
03 ,32,2.0
03 ,33,34.0
03 ,34,26.0
04 ,32,1.0
04 ,33,6.0
04 ,34,51.0
05 ,33,15.0
05 ,34,39.0
06 ,32,2.0
06 ,33,123.0
06 ,34,263.0
07 ,32,1.0
07 ,33,10.0
07 ,34,98.0
08 ,33,16.0
08 ,34,24.0
09 ,32,6.0
09 ,33,20.0
09 ,34,27.0
10 ,33,41.0
10 ,34,32.0
11 ,32,13.0
11 ,33,52.0
11 ,34,410.0
12 ,32,7.0
12 ,33,33.0
12 ,34,123.0
13 ,32,6.0
13 ,33,277.0
13 ,34,636.0
14 ,32,4.0
14 ,33,88.0
14 ,34,51.0
15 ,32,1.0
15 ,33,33.0
15 ,34,14.0
16 ,33,353.0
16 ,34,22.0
17 ,32,4.0
17 ,33,657.0
17 ,34,51.0
18 ,32,5.0
18 ,33,57.0
18 ,34,38.0
19 ,32,2.0
19 ,33,92.0
19 ,34,25.0
21 ,33,119.0
21 ,34,87.0
22 ,32,6.0
22 ,33,49.0
22 ,34,21.0
23 ,33,17.0
23 ,34,5.0
24 ,32,2.0
24 ,33,761.0
24 ,34,25.0
25 ,33,70.0
25 ,34,67.0
26 ,32,4.0
26 ,33,24.0
26 ,34,199.0
27 ,32,2.0
27 ,33,94.0
27 ,34,38.0
28 ,33,72.0
28 ,34,28.0
29 ,32,3.0
29 ,33,144.0
29 ,34,61.0
2A ,32,4.0
2A ,33,21.0
2A ,34,39.0
2B ,32,3.0
2B ,33,13.0
2B ,34,37.0
30 ,32,4.0
30 ,33,60.0
30 ,34,1415.0
31 ,32,190.0
31 ,33,724.0
31 ,34,485.0
32 ,32,11912.0
32 ,33,75.0
32 ,34,26.0
33 ,32,19.0
33 ,33,347363.0
33 ,34,207.0
34 ,32,9.0
34 ,33,218.0
34 ,34,249876.0
35 ,33,249.0
35 ,34,86.0
36 ,33,43.0
36 ,34,14.0
37 ,32,2.0
37 ,33,219.0
37 ,34,41.0
38 ,32,3.0
38 ,33,147.0
38 ,34,283.0
39 ,33,8.0
39 ,34,22.0
40 ,32,14.0
40 ,33,886.0
40 ,34,29.0
41 ,32,3.0
41 ,33,72.0
41 ,34,35.0
42 ,33,49.0
42 ,34,136.0
43 ,32,5.0
43 ,33,6.0
43 ,34,25.0
44 ,32,3.0
44 ,33,329.0
44 ,34,105.0
45 ,32,3.0
45 ,33,177.0
45 ,34,85.0
46 ,32,4.0
46 ,33,67.0
46 ,34,30.0
47 ,32,21.0
47 ,33,598.0
47 ,34,58.0
48 ,32,2.0
48 ,33,7.0
48 ,34,100.0
49 ,33,164.0
49 ,34,57.0
50 ,32,5.0
50 ,33,31.0
50 ,34,11.0
51 ,32,1.0
51 ,33,89.0
51 ,34,66.0
52 ,33,14.0
52 ,34,17.0
53 ,32,1.0
53 ,33,25.0
53 ,34,10.0
54 ,32,3.0
54 ,33,144.0
54 ,34,66.0
55 ,33,6.0
55 ,34,10.0
56 ,33,88.0
56 ,34,47.0
57 ,32,1.0
57 ,33,70.0
57 ,34,79.0
58 ,33,21.0
58 ,34,14.0
59 ,32,4.0
59 ,33,280.0
59 ,34,222.0
60 ,32,2.0
60 ,33,121.0
60 ,34,70.0
61 ,33,28.0
61 ,34,13.0
62 ,32,3.0
62 ,33,71.0
62 ,34,67.0
63 ,33,105.0
63 ,34,122.0
64 ,32,28.0
64 ,33,961.0
64 ,34,94.0
65 ,32,18.0
65 ,33,129.0
65 ,34,30.0
66 ,32,7.0
66 ,33,71.0
66 ,34,441.0
67 ,32,1.0
67 ,33,102.0
67 ,34,113.0
68 ,33,47.0
68 ,34,51.0
69 ,32,1.0
69 ,33,304.0
69 ,34,394.0
70 ,33,6.0
70 ,34,9.0
71 ,33,42.0
71 ,34,59.0
72 ,32,3.0
72 ,33,78.0
72 ,34,49.0
73 ,32,2.0
73 ,33,48.0
73 ,34,82.0
74 ,32,1.0
74 ,33,84.0
74 ,34,127.0
75 ,32,5.0
75 ,33,1164.0
75 ,34,561.0
76 ,32,1.0
76 ,33,160.0
76 ,34,93.0
77 ,32,10.0
77 ,33,319.0
77 ,34,194.0
78 ,32,2.0
78 ,33,512.0
78 ,34,203.0
79 ,32,1.0
79 ,33,106.0
79 ,34,11.0
80 ,32,1.0
80 ,33,48.0
80 ,34,48.0
81 ,32,24.0
81 ,33,78.0
81 ,34,121.0
82 ,32,20.0
82 ,33,67.0
82 ,34,45.0
83 ,33,123.0
83 ,34,189.0
84 ,32,1.0
84 ,33,44.0
84 ,34,321.0
85 ,32,2.0
85 ,33,120.0
85 ,34,17.0
86 ,32,1.0
86 ,33,278.0
86 ,34,47.0
87 ,32,2.0
87 ,33,216.0
87 ,34,32.0
88 ,33,17.0
88 ,34,35.0
89 ,32,1.0
89 ,33,34.0
89 ,34,26.0
90 ,33,9.0
90 ,34,20.0
91 ,32,8.0
91 ,33,351.0
91 ,34,178.0
92 ,32,8.0
92 ,33,760.0
92 ,34,233.0
93 ,32,15.0
93 ,33,314.0
93 ,34,150.0
94 ,32,7.0
94 ,33,430.0
94 ,34,206.0
95 ,32,2.0
95 ,33,313.0
95 ,34,154.0
971,33,109.0
971,34,63.0
972,32,1.0
972,33,109.0
972,34,80.0
973,33,85.0
973,34,43.0
974,33,236.0
974,34,162.0
976,32,1.0
976,33,41.0
976,34,9.0
977,33,1.0
977,34,1.0
978,33,11.0
978,34,15.0
98,32,4.0
98,33,86.0
98,34,64.0
99,32,58.0
99,33,2896.0
99,34,2174.0
01 ,35,14.0
01 ,37,6.0
01 ,38,188.0
02 ,35,18.0
02 ,37,22.0
02 ,38,3.0
03 ,35,17.0
03 ,36,2.0
03 ,37,25.0
03 ,38,33.0
04 ,35,5.0
04 ,37,3.0
04 ,38,22.0
05 ,35,11.0
05 ,38,81.0
06 ,35,69.0
06 ,36,3.0
06 ,37,39.0
06 ,38,104.0
07 ,35,8.0
07 ,37,8.0
07 ,38,190.0
08 ,35,7.0
08 ,37,4.0
08 ,38,18.0
09 ,35,1.0
09 ,37,1.0
09 ,38,4.0
10 ,35,19.0
10 ,36,5.0
10 ,37,10.0
10 ,38,13.0
11 ,35,15.0
11 ,36,1.0
11 ,37,9.0
11 ,38,12.0
12 ,35,9.0
12 ,36,2.0
12 ,37,14.0
12 ,38,2.0
13 ,35,95.0
13 ,36,18.0
13 ,37,51.0
13 ,38,206.0
14 ,35,276.0
14 ,36,6.0
14 ,37,42.0
14 ,38,44.0
15 ,35,2.0
15 ,37,8.0
15 ,38,8.0
16 ,35,15.0
16 ,36,1.0
16 ,37,25.0
16 ,38,5.0
17 ,35,53.0
17 ,36,3.0
17 ,37,65.0
17 ,38,30.0
18 ,35,25.0
18 ,36,91.0
18 ,37,239.0
18 ,38,16.0
19 ,35,3.0
19 ,36,3.0
19 ,37,7.0
19 ,38,5.0
21 ,35,30.0
21 ,36,8.0
21 ,37,21.0
21 ,38,73.0
22 ,35,1148.0
22 ,36,2.0
22 ,37,23.0
22 ,38,12.0
23 ,35,3.0
23 ,36,6.0
23 ,37,8.0
23 ,38,4.0
24 ,35,7.0
24 ,37,10.0
24 ,38,8.0
25 ,35,37.0
25 ,36,3.0
25 ,37,20.0
25 ,38,49.0
26 ,35,17.0
26 ,37,5.0
26 ,38,484.0
27 ,35,42.0
27 ,37,28.0
27 ,38,23.0
28 ,35,45.0
28 ,36,14.0
28 ,37,283.0
28 ,38,18.0
29 ,35,800.0
29 ,36,3.0
29 ,37,58.0
29 ,38,36.0
2A ,35,10.0
2A ,37,3.0
2A ,38,8.0
2B ,35,3.0
2B ,37,1.0
2B ,38,6.0
30 ,35,30.0
30 ,36,4.0
30 ,37,11.0
30 ,38,72.0
31 ,35,100.0
31 ,36,22.0
31 ,37,54.0
31 ,38,120.0
32 ,35,6.0
32 ,36,1.0
32 ,37,5.0
32 ,38,2.0
33 ,35,165.0
33 ,36,21.0
33 ,37,126.0
33 ,38,76.0
34 ,35,67.0
34 ,36,9.0
34 ,37,39.0
34 ,38,189.0
35 ,35,182241.0
35 ,36,5.0
35 ,37,107.0
35 ,38,55.0
36 ,35,14.0
36 ,36,23915.0
36 ,37,199.0
36 ,38,5.0
37 ,35,135.0
37 ,36,41.0
37 ,37,109397.0
37 ,38,43.0
38 ,35,66.0
38 ,36,2.0
38 ,37,24.0
38 ,38,207970.0
39 ,35,4.0
39 ,36,1.0
39 ,37,1.0
39 ,38,20.0
40 ,35,11.0
40 ,37,13.0
40 ,38,17.0
41 ,35,45.0
41 ,36,31.0
41 ,37,611.0
41 ,38,8.0
42 ,35,29.0
42 ,37,7.0
42 ,38,204.0
43 ,35,5.0
43 ,37,1.0
43 ,38,35.0
44 ,35,707.0
44 ,36,14.0
44 ,37,138.0
44 ,38,52.0
45 ,35,84.0
45 ,36,47.0
45 ,37,524.0
45 ,38,47.0
46 ,35,5.0
46 ,36,5.0
46 ,37,5.0
46 ,38,7.0
47 ,35,16.0
47 ,36,1.0
47 ,37,4.0
47 ,38,21.0
48 ,35,1.0
48 ,36,2.0
48 ,38,2.0
49 ,35,326.0
49 ,36,6.0
49 ,37,229.0
49 ,38,34.0
50 ,35,318.0
50 ,37,25.0
50 ,38,7.0
51 ,35,45.0
51 ,36,7.0
51 ,37,25.0
51 ,38,41.0
52 ,35,7.0
52 ,36,4.0
52 ,37,5.0
52 ,38,2.0
53 ,35,349.0
53 ,36,3.0
53 ,37,38.0
53 ,38,7.0
54 ,35,40.0
54 ,36,3.0
54 ,37,24.0
54 ,38,50.0
55 ,35,8.0
55 ,37,2.0
55 ,38,6.0
56 ,35,998.0
56 ,36,5.0
56 ,37,30.0
56 ,38,19.0
57 ,35,61.0
57 ,37,14.0
57 ,38,41.0
58 ,35,5.0
58 ,36,3.0
58 ,37,15.0
58 ,38,6.0
59 ,35,206.0
59 ,36,7.0
59 ,37,67.0
59 ,38,116.0
60 ,35,41.0
60 ,36,5.0
60 ,37,31.0
60 ,38,45.0
61 ,35,88.0
61 ,37,18.0
61 ,38,5.0
62 ,35,43.0
62 ,36,5.0
62 ,37,21.0
62 ,38,39.0
63 ,35,29.0
63 ,36,8.0
63 ,37,27.0
63 ,38,81.0
64 ,35,36.0
64 ,36,1.0
64 ,37,17.0
64 ,38,36.0
65 ,35,9.0
65 ,37,1.0
65 ,38,10.0
66 ,35,11.0
66 ,36,4.0
66 ,37,12.0
66 ,38,23.0
67 ,35,102.0
67 ,36,4.0
67 ,37,30.0
67 ,38,90.0
68 ,35,12.0
68 ,36,3.0
68 ,37,11.0
68 ,38,44.0
69 ,35,147.0
69 ,36,14.0
69 ,37,62.0
69 ,38,1490.0
70 ,37,4.0
70 ,38,6.0
71 ,35,14.0
71 ,36,1.0
71 ,37,9.0
71 ,38,47.0
72 ,35,176.0
72 ,36,9.0
72 ,37,196.0
72 ,38,18.0
73 ,35,14.0
73 ,36,3.0
73 ,37,10.0
73 ,38,529.0
74 ,35,34.0
74 ,36,3.0
74 ,37,20.0
74 ,38,417.0
75 ,35,579.0
75 ,36,32.0
75 ,37,243.0
75 ,38,232.0
76 ,35,158.0
76 ,36,21.0
76 ,37,45.0
76 ,38,66.0
77 ,35,96.0
77 ,36,21.0
77 ,37,70.0
77 ,38,69.0
78 ,35,237.0
78 ,36,7.0
78 ,37,149.0
78 ,38,100.0
79 ,35,40.0
79 ,36,9.0
79 ,37,75.0
79 ,38,3.0
80 ,35,29.0
80 ,37,16.0
80 ,38,20.0
81 ,35,9.0
81 ,36,1.0
81 ,37,12.0
81 ,38,13.0
82 ,35,15.0
82 ,37,20.0
82 ,38,9.0
83 ,35,37.0
83 ,36,8.0
83 ,37,27.0
83 ,38,104.0
84 ,35,18.0
84 ,36,1.0
84 ,37,5.0
84 ,38,52.0
85 ,35,137.0
85 ,36,10.0
85 ,37,40.0
85 ,38,8.0
86 ,35,61.0
86 ,36,34.0
86 ,37,175.0
86 ,38,19.0
87 ,35,35.0
87 ,36,18.0
87 ,37,33.0
87 ,38,32.0
88 ,35,10.0
88 ,36,2.0
88 ,37,3.0
88 ,38,13.0
89 ,35,13.0
89 ,36,7.0
89 ,37,19.0
89 ,38,22.0
90 ,35,3.0
90 ,37,6.0
90 ,38,20.0
91 ,35,185.0
91 ,36,14.0
91 ,37,70.0
91 ,38,83.0
92 ,35,303.0
92 ,36,14.0
92 ,37,147.0
92 ,38,146.0
93 ,35,119.0
93 ,36,13.0
93 ,37,71.0
93 ,38,80.0
94 ,35,188.0
94 ,36,19.0
94 ,37,90.0
94 ,38,125.0
95 ,35,93.0
95 ,36,8.0
95 ,37,38.0
95 ,38,70.0
971,35,40.0
971,36,1.0
971,37,10.0
971,38,18.0
972,35,42.0
972,36,2.0
972,37,19.0
972,38,16.0
973,35,54.0
973,37,26.0
973,38,14.0
974,35,65.0
974,36,13.0
974,37,28.0
974,38,78.0
975,34,6.0
975,35,4.0
975,37,3.0
976,35,44.0
976,36,11.0
976,37,25.0
976,38,31.0
977,37,1.0
977,38,1.0
978,35,1.0
978,38,4.0
98,35,15.0
98,36,2.0
98,37,15.0
98,38,24.0
99,35,1293.0
99,36,95.0
99,37,603.0
99,38,1845.0
01 ,39,66.0
01 ,40,9.0
01 ,41,5.0
01 ,42,112.0
01 ,43,8.0
01 ,44,26.0
02 ,40,9.0
02 ,41,3.0
02 ,42,10.0
02 ,43,5.0
02 ,44,44.0
03 ,39,7.0
03 ,40,11.0
03 ,41,10.0
03 ,42,65.0
03 ,43,8.0
03 ,44,30.0
04 ,39,1.0
04 ,40,5.0
04 ,42,11.0
04 ,44,2.0
05 ,39,2.0
05 ,40,6.0
05 ,42,13.0
05 ,44,14.0
06 ,39,2.0
06 ,40,16.0
06 ,41,9.0
06 ,42,48.0
06 ,43,9.0
06 ,44,112.0
07 ,39,1.0
07 ,40,2.0
07 ,41,1.0
07 ,42,115.0
07 ,43,20.0
07 ,44,13.0
08 ,39,1.0
08 ,40,2.0
08 ,41,6.0
08 ,42,17.0
08 ,44,26.0
09 ,39,1.0
09 ,40,14.0
09 ,41,1.0
10 ,40,6.0
10 ,41,10.0
10 ,42,13.0
10 ,44,30.0
11 ,39,1.0
11 ,40,23.0
11 ,41,5.0
11 ,42,17.0
11 ,44,13.0
12 ,40,2.0
12 ,41,3.0
12 ,42,2.0
12 ,43,6.0
12 ,44,7.0
13 ,39,18.0
13 ,40,34.0
13 ,41,12.0
13 ,42,89.0
13 ,43,5.0
13 ,44,148.0
14 ,39,2.0
14 ,40,11.0
14 ,41,12.0
14 ,42,4.0
14 ,44,194.0
15 ,39,2.0
15 ,40,3.0
15 ,41,5.0
15 ,42,8.0
15 ,43,13.0
15 ,44,6.0
16 ,39,1.0
16 ,40,12.0
16 ,41,1.0
16 ,42,5.0
16 ,43,1.0
16 ,44,51.0
17 ,39,4.0
17 ,40,48.0
17 ,41,13.0
17 ,42,10.0
17 ,43,1.0
17 ,44,232.0
18 ,39,1.0
18 ,40,15.0
18 ,41,33.0
18 ,42,15.0
18 ,43,4.0
18 ,44,34.0
19 ,39,3.0
19 ,40,6.0
19 ,41,10.0
19 ,42,22.0
19 ,44,16.0
21 ,39,132.0
21 ,40,1.0
21 ,41,10.0
21 ,42,21.0
21 ,44,53.0
22 ,40,4.0
22 ,41,12.0
22 ,42,3.0
22 ,43,2.0
22 ,44,235.0
23 ,40,4.0
23 ,41,4.0
23 ,44,12.0
24 ,39,3.0
24 ,40,36.0
24 ,41,4.0
24 ,42,10.0
24 ,44,37.0
25 ,39,148.0
25 ,40,2.0
25 ,41,3.0
25 ,42,19.0
25 ,43,4.0
25 ,44,25.0
26 ,40,3.0
26 ,41,1.0
26 ,42,98.0
26 ,43,2.0
26 ,44,20.0
27 ,39,5.0
27 ,40,4.0
27 ,41,4.0
27 ,42,15.0
27 ,43,2.0
27 ,44,51.0
28 ,39,2.0
28 ,40,9.0
28 ,41,44.0
28 ,42,3.0
28 ,43,1.0
28 ,44,91.0
29 ,39,4.0
29 ,40,18.0
29 ,41,8.0
29 ,42,13.0
29 ,44,500.0
2A ,42,9.0
2A ,44,5.0
2B ,40,3.0
2B ,42,2.0
2B ,44,8.0
30 ,39,5.0
30 ,40,10.0
30 ,41,22.0
30 ,42,55.0
30 ,43,15.0
30 ,44,50.0
31 ,40,95.0
31 ,41,18.0
31 ,42,41.0
31 ,43,7.0
31 ,44,222.0
32 ,40,59.0
32 ,41,6.0
32 ,44,18.0
33 ,39,5.0
33 ,40,399.0
33 ,41,18.0
33 ,42,39.0
33 ,43,5.0
33 ,44,314.0
34 ,39,6.0
34 ,40,22.0
34 ,41,8.0
34 ,42,73.0
34 ,43,6.0
34 ,44,105.0
35 ,39,1.0
35 ,40,6.0
35 ,41,19.0
35 ,42,19.0
35 ,43,2.0
35 ,44,945.0
36 ,40,2.0
36 ,41,37.0
36 ,42,2.0
36 ,43,3.0
36 ,44,40.0
37 ,39,3.0
37 ,40,13.0
37 ,41,184.0
37 ,42,14.0
37 ,44,297.0
38 ,39,7.0
38 ,40,21.0
38 ,41,2.0
38 ,42,186.0
38 ,43,31.0
38 ,44,115.0
39 ,39,20880.0
39 ,40,4.0
39 ,42,6.0
39 ,43,2.0
39 ,44,6.0
40 ,39,1.0
40 ,40,46644.0
40 ,41,4.0
40 ,42,4.0
40 ,44,31.0
41 ,39,2.0
41 ,40,1.0
41 ,41,32999.0
41 ,42,6.0
41 ,43,2.0
41 ,44,85.0
42 ,39,15.0
42 ,40,1.0
42 ,41,4.0
42 ,42,151542.0
42 ,43,140.0
42 ,44,57.0
43 ,39,1.0
43 ,40,7.0
43 ,42,333.0
43 ,43,13445.0
43 ,44,9.0
44 ,39,3.0
44 ,40,6.0
44 ,41,30.0
44 ,42,21.0
44 ,44,324504.0
45 ,39,1.0
45 ,40,5.0
45 ,41,137.0
45 ,42,16.0
45 ,43,2.0
45 ,44,164.0
46 ,40,6.0
46 ,41,1.0
46 ,42,5.0
46 ,44,7.0
47 ,40,56.0
47 ,41,2.0
47 ,42,12.0
47 ,44,19.0
48 ,40,1.0
48 ,41,1.0
48 ,42,6.0
48 ,43,19.0
48 ,44,4.0
49 ,39,2.0
49 ,40,5.0
49 ,41,27.0
49 ,42,15.0
49 ,43,2.0
49 ,44,1293.0
50 ,40,11.0
50 ,41,2.0
50 ,42,1.0
50 ,44,85.0
51 ,39,2.0
51 ,40,15.0
51 ,41,9.0
51 ,42,8.0
51 ,43,1.0
51 ,44,68.0
52 ,39,2.0
52 ,42,3.0
52 ,43,2.0
52 ,44,6.0
53 ,39,6.0
53 ,40,2.0
53 ,41,5.0
53 ,42,1.0
53 ,44,214.0
54 ,39,13.0
54 ,40,11.0
54 ,41,10.0
54 ,42,25.0
54 ,43,6.0
54 ,44,61.0
55 ,39,1.0
55 ,40,8.0
55 ,41,1.0
55 ,42,4.0
55 ,44,1.0
56 ,39,7.0
56 ,40,16.0
56 ,41,13.0
56 ,42,6.0
56 ,44,716.0
57 ,39,8.0
57 ,40,8.0
57 ,41,3.0
57 ,42,13.0
57 ,44,53.0
58 ,39,2.0
58 ,40,2.0
58 ,42,13.0
58 ,43,1.0
58 ,44,6.0
59 ,39,12.0
59 ,40,25.0
59 ,41,12.0
59 ,42,79.0
59 ,43,9.0
59 ,44,267.0
60 ,39,3.0
60 ,40,15.0
60 ,41,11.0
60 ,42,26.0
60 ,43,1.0
60 ,44,94.0
61 ,39,1.0
61 ,40,1.0
61 ,41,2.0
61 ,42,5.0
61 ,44,82.0
62 ,39,6.0
62 ,40,12.0
62 ,41,10.0
62 ,42,10.0
62 ,43,2.0
62 ,44,70.0
63 ,39,7.0
63 ,40,10.0
63 ,41,13.0
63 ,42,135.0
63 ,43,68.0
63 ,44,69.0
64 ,40,508.0
64 ,41,6.0
64 ,42,16.0
64 ,44,63.0
65 ,40,25.0
65 ,41,1.0
65 ,42,4.0
65 ,44,14.0
66 ,39,1.0
66 ,40,13.0
66 ,41,4.0
66 ,42,21.0
66 ,43,4.0
66 ,44,32.0
67 ,39,10.0
67 ,40,4.0
67 ,41,9.0
67 ,42,30.0
67 ,43,3.0
67 ,44,84.0
68 ,39,13.0
68 ,40,8.0
68 ,41,2.0
68 ,42,15.0
68 ,44,20.0
69 ,39,46.0
69 ,40,15.0
69 ,41,20.0
69 ,42,1044.0
69 ,43,26.0
69 ,44,233.0
70 ,39,18.0
70 ,40,3.0
70 ,42,4.0
70 ,44,2.0
71 ,39,47.0
71 ,40,5.0
71 ,41,5.0
71 ,42,103.0
71 ,43,5.0
71 ,44,17.0
72 ,40,5.0
72 ,41,22.0
72 ,42,17.0
72 ,44,400.0
73 ,39,9.0
73 ,40,9.0
73 ,41,1.0
73 ,42,47.0
73 ,43,9.0
73 ,44,48.0
74 ,39,19.0
74 ,40,12.0
74 ,41,5.0
74 ,42,76.0
74 ,43,3.0
74 ,44,67.0
75 ,39,17.0
75 ,40,58.0
75 ,41,61.0
75 ,42,100.0
75 ,43,8.0
75 ,44,1078.0
76 ,39,7.0
76 ,40,14.0
76 ,41,21.0
76 ,42,18.0
76 ,43,1.0
76 ,44,159.0
77 ,39,4.0
77 ,40,35.0
77 ,41,18.0
77 ,42,37.0
77 ,43,3.0
77 ,44,243.0
78 ,39,3.0
78 ,40,36.0
78 ,41,18.0
78 ,42,36.0
78 ,43,2.0
78 ,44,378.0
79 ,40,5.0
79 ,41,6.0
79 ,42,8.0
79 ,43,4.0
79 ,44,182.0
80 ,39,1.0
80 ,40,7.0
80 ,41,8.0
80 ,42,6.0
80 ,44,55.0
81 ,39,3.0
81 ,40,28.0
81 ,41,8.0
81 ,42,5.0
81 ,43,3.0
81 ,44,23.0
82 ,39,1.0
82 ,40,13.0
82 ,41,2.0
82 ,44,7.0
83 ,39,3.0
83 ,40,17.0
83 ,41,4.0
83 ,42,50.0
83 ,43,3.0
83 ,44,52.0
84 ,40,16.0
84 ,41,5.0
84 ,42,48.0
84 ,43,4.0
84 ,44,35.0
85 ,39,3.0
85 ,40,8.0
85 ,41,8.0
85 ,42,11.0
85 ,43,1.0
85 ,44,1385.0
86 ,40,7.0
86 ,41,13.0
86 ,42,4.0
86 ,43,3.0
86 ,44,200.0
87 ,40,11.0
87 ,41,4.0
87 ,42,18.0
87 ,43,5.0
87 ,44,46.0
88 ,39,8.0
88 ,40,3.0
88 ,41,4.0
88 ,42,10.0
88 ,44,30.0
89 ,39,8.0
89 ,40,3.0
89 ,41,3.0
89 ,42,14.0
89 ,43,2.0
89 ,44,21.0
90 ,39,6.0
90 ,40,6.0
90 ,41,1.0
90 ,42,9.0
90 ,44,20.0
91 ,39,12.0
91 ,40,59.0
91 ,41,20.0
91 ,42,29.0
91 ,43,6.0
91 ,44,227.0
92 ,39,7.0
92 ,40,33.0
92 ,41,31.0
92 ,42,33.0
92 ,43,2.0
92 ,44,566.0
93 ,39,6.0
93 ,40,35.0
93 ,41,34.0
93 ,42,24.0
93 ,43,2.0
93 ,44,280.0
94 ,39,5.0
94 ,40,32.0
94 ,41,19.0
94 ,42,38.0
94 ,43,2.0
94 ,44,365.0
95 ,39,9.0
95 ,40,33.0
95 ,41,22.0
95 ,42,13.0
95 ,43,1.0
95 ,44,232.0
971,40,10.0
971,41,3.0
971,42,14.0
971,44,57.0
972,39,10.0
972,40,5.0
972,41,6.0
972,42,16.0
972,43,2.0
972,44,32.0
973,39,2.0
973,40,3.0
973,41,6.0
973,42,23.0
973,44,40.0
974,40,16.0
974,41,11.0
974,42,45.0
974,43,4.0
974,44,79.0
975,38,1.0
975,44,3.0
976,39,4.0
976,41,1.0
976,42,19.0
976,43,7.0
976,44,49.0
978,40,2.0
978,42,8.0
978,44,5.0
98,39,1.0
98,40,11.0
98,42,12.0
98,44,46.0
99,39,87.0
99,40,155.0
99,41,156.0
99,42,868.0
99,43,43.0
99,44,2102.0
01 ,45,13.0
01 ,46,2.0
01 ,47,6.0
01 ,48,2.0
01 ,49,28.0
01 ,51,12.0
02 ,45,12.0
02 ,46,1.0
02 ,47,14.0
02 ,48,1.0
02 ,49,19.0
02 ,50,6.0
02 ,51,548.0
03 ,45,27.0
03 ,46,5.0
03 ,47,3.0
03 ,48,1.0
03 ,49,13.0
03 ,50,6.0
03 ,51,4.0
04 ,45,3.0
04 ,46,2.0
04 ,50,1.0
05 ,45,1.0
05 ,47,4.0
05 ,48,1.0
05 ,49,3.0
06 ,45,36.0
06 ,46,2.0
06 ,47,14.0
06 ,49,53.0
06 ,50,16.0
06 ,51,18.0
07 ,45,6.0
07 ,46,3.0
07 ,47,2.0
07 ,48,1.0
07 ,49,3.0
07 ,50,1.0
08 ,45,2.0
08 ,47,1.0
08 ,48,2.0
08 ,49,8.0
08 ,50,1.0
08 ,51,588.0
09 ,44,6.0
09 ,45,5.0
09 ,46,7.0
09 ,48,1.0
09 ,49,4.0
10 ,45,19.0
10 ,49,17.0
10 ,50,4.0
10 ,51,274.0
11 ,45,15.0
11 ,46,3.0
11 ,47,15.0
11 ,48,3.0
11 ,49,7.0
11 ,50,5.0
11 ,51,17.0
12 ,45,8.0
12 ,46,41.0
12 ,47,6.0
12 ,48,10.0
12 ,49,24.0
