DRAN,DRACT,IPONDI,insee_dep_x,lat_dest,lng_dest,insee_dep_y,lat_src,lng_src
26,05,12.55500776310947,05,44.663706822016515,6.263200801496509,26,44.68409102260904,5.167945573183401
26,06,98.3904789601531,06,43.9380214983474,7.116144773756707,26,44.68409102260904,5.167945573183401
26,07,1453.8677838071771,07,44.751719837620335,4.4245805188405125,26,44.68409102260904,5.167945573183401
27,01,19.02847832113438,01,46.099628623191094,5.348923142711287,27,49.11374968397745,0.9962318668335811
27,02,6.18194632676385,02,49.559813275991445,3.558087277023658,27,49.11374968397745,0.9962318668335811
27,03,7.8496835980296105,03,46.39381563364784,3.18813351109937,27,49.11374968397745,0.9962318668335811
27,05,0.915099888849232,05,44.663706822016515,6.263200801496509,27,49.11374968397745,0.9962318668335811
27,06,76.80550676463818,06,43.9380214983474,7.116144773756707,27,49.11374968397745,0.9962318668335811
27,07,34.987774162958,07,44.751719837620335,4.4245805188405125,27,49.11374968397745,0.9962318668335811
28,01,0.929563722829254,01,46.099628623191094,5.348923142711287,28,48.38752910105529,1.3702437708689796
28,02,5.985577972537775,02,49.559813275991445,3.558087277023658,28,48.38752910105529,1.3702437708689796
28,03,25.944455445787668,03,46.39381563364784,3.18813351109937,28,48.38752910105529,1.3702437708689796
28,04,26.67062869825608,04,44.105953173469146,6.243551214366354,28,48.38752910105529,1.3702437708689796
28,06,54.302034761799476,06,43.9380214983474,7.116144773756707,28,48.38752910105529,1.3702437708689796
29,01,5.023990325766398,01,46.099628623191094,5.348923142711287,29,48.26006197594456,-4.056051100261703
29,02,14.63047646233775,02,49.559813275991445,3.558087277023658,29,48.26006197594456,-4.056051100261703
29,03,32.57489046668536,03,46.39381563364784,3.18813351109937,29,48.26006197594456,-4.056051100261703
29,06,109.42386833860135,06,43.9380214983474,7.116144773756707,29,48.26006197594456,-4.056051100261703
29,07,1.04863885476846,07,44.751719837620335,4.4245805188405125,29,48.26006197594456,-4.056051100261703
2A,01,20.40367467086018,01,46.099628623191094,5.348923142711287,2A,41.86310122638844,8.989166773077903
2A,02,9.42746521591946,02,49.559813275991445,3.558087277023658,2A,41.86310122638844,8.989166773077903
2A,03,28.36609687026085,03,46.39381563364784,3.18813351109937,2A,41.86310122638844,8.989166773077903
2A,05,8.083739530590321,05,44.663706822016515,6.263200801496509,2A,41.86310122638844,8.989166773077903
2A,06,186.56513258266963,06,43.9380214983474,7.116144773756707,2A,41.86310122638844,8.989166773077903
2B,01,20.02679901443712,01,46.099628623191094,5.348923142711287,2B,42.393843992723696,9.206579034120226
2B,03,23.95989243479326,03,46.39381563364784,3.18813351109937,2B,42.393843992723696,9.206579034120226
2B,04,20.02797725337894,04,44.105953173469146,6.243551214366354,2B,42.393843992723696,9.206579034120226
2B,05,9.78279241223246,05,44.663706822016515,6.263200801496509,2B,42.393843992723696,9.206579034120226
2B,06,116.62023246492407,06,43.9380214983474,7.116144773756707,2B,42.393843992723696,9.206579034120226
30,01,79.61187286657581,01,46.099628623191094,5.348923142711287,30,43.99361021381273,4.180072674285762
30,02,12.52486394733352,02,49.559813275991445,3.558087277023658,30,43.99361021381273,4.180072674285762
30,03,13.12873939509253,03,46.39381563364784,3.18813351109937,30,43.99361021381273,4.180072674285762
30,04,31.74274007632311,04,44.105953173469146,6.243551214366354,30,43.99361021381273,4.180072674285762
30,05,23.980238757687438,05,44.663706822016515,6.263200801496509,30,43.99361021381273,4.180072674285762
30,06,213.76257112066378,06,43.9380214983474,7.116144773756707,30,43.99361021381273,4.180072674285762
30,07,130.36767629572995,07,44.751719837620335,4.4245805188405125,30,43.99361021381273,4.180072674285762
31,01,60.056486202668125,01,46.099628623191094,5.348923142711287,31,43.35812002171988,1.1725671967481175
31,02,20.103754364300418,02,49.559813275991445,3.558087277023658,31,43.35812002171988,1.1725671967481175
31,03,84.29993314946549,03,46.39381563364784,3.18813351109937,31,43.35812002171988,1.1725671967481175
31,04,37.57678835390256,04,44.105953173469146,6.243551214366354,31,43.35812002171988,1.1725671967481175
31,05,7.74456679723581,05,44.663706822016515,6.263200801496509,31,43.35812002171988,1.1725671967481175
31,06,413.73429018262584,06,43.9380214983474,7.116144773756707,31,43.35812002171988,1.1725671967481175
31,07,8.73622313701859,07,44.751719837620335,4.4245805188405125,31,43.35812002171988,1.1725671967481175
32,01,21.138925725748862,01,46.099628623191094,5.348923142711287,32,43.69286700790307,0.45339179418971676
32,02,10.33660869727653,02,49.559813275991445,3.558087277023658,32,43.69286700790307,0.45339179418971676
32,03,19.28895827684378,03,46.39381563364784,3.18813351109937,32,43.69286700790307,0.45339179418971676
32,05,5.0,05,44.663706822016515,6.263200801496509,32,43.69286700790307,0.45339179418971676
32,06,57.611660528458195,06,43.9380214983474,7.116144773756707,32,43.69286700790307,0.45339179418971676
33,01,56.567603744496324,01,46.099628623191094,5.348923142711287,33,44.83797518578592,-0.5810848244446034
33,02,34.09110224957827,02,49.559813275991445,3.558087277023658,33,44.83797518578592,-0.5810848244446034
33,03,95.65394483111113,03,46.39381563364784,3.18813351109937,33,44.83797518578592,-0.5810848244446034
33,04,8.879496700504989,04,44.105953173469146,6.243551214366354,33,44.83797518578592,-0.5810848244446034
33,05,21.15599066134718,05,44.663706822016515,6.263200801496509,33,44.83797518578592,-0.5810848244446034
33,06,344.0468698183429,06,43.9380214983474,7.116144773756707,33,44.83797518578592,-0.5810848244446034
33,07,3.17824567139743,07,44.751719837620335,4.4245805188405125,33,44.83797518578592,-0.5810848244446034
34,01,61.661857697081615,01,46.099628623191094,5.348923142711287,34,43.57969600742825,3.3672723826893542
34,02,90.61951994260203,02,49.559813275991445,3.558087277023658,34,43.57969600742825,3.3672723826893542
34,03,97.10114180469228,03,46.39381563364784,3.18813351109937,34,43.57969600742825,3.3672723826893542
34,04,47.28187084671583,04,44.105953173469146,6.243551214366354,34,43.57969600742825,3.3672723826893542
34,05,28.333234586196305,05,44.663706822016515,6.263200801496509,34,43.57969600742825,3.3672723826893542
34,06,468.2188134623893,06,43.9380214983474,7.116144773756707,34,43.57969600742825,3.3672723826893542
34,07,88.5875060561792,07,44.751719837620335,4.4245805188405125,34,43.57969600742825,3.3672723826893542
35,01,13.255770356353478,01,46.099628623191094,5.348923142711287,35,48.15015689484907,-1.6344534810806228
35,02,37.20332313336973,02,49.559813275991445,3.558087277023658,35,48.15015689484907,-1.6344534810806228
35,03,6.37792040174617,03,46.39381563364784,3.18813351109937,35,48.15015689484907,-1.6344534810806228
35,04,10.00000715477958,04,44.105953173469146,6.243551214366354,35,48.15015689484907,-1.6344534810806228
35,05,2.83297662019925,05,44.663706822016515,6.263200801496509,35,48.15015689484907,-1.6344534810806228
35,06,146.25222852449178,06,43.9380214983474,7.116144773756707,35,48.15015689484907,-1.6344534810806228
35,07,25.585486179701704,07,44.751719837620335,4.4245805188405125,35,48.15015689484907,-1.6344534810806228
36,01,30.07019249099312,01,46.099628623191094,5.348923142711287,36,46.777882662325844,1.5759660373339324
36,02,13.32830654398291,02,49.559813275991445,3.558087277023658,36,46.777882662325844,1.5759660373339324
36,03,23.060833813917295,03,46.39381563364784,3.18813351109937,36,46.777882662325844,1.5759660373339324
36,06,16.115489524163635,06,43.9380214983474,7.116144773756707,36,46.777882662325844,1.5759660373339324
37,01,12.790563434455496,01,46.099628623191094,5.348923142711287,37,47.25809651997273,0.6915605454168741
37,02,38.88685755394769,02,49.559813275991445,3.558087277023658,37,47.25809651997273,0.6915605454168741
37,03,22.59257337180154,03,46.39381563364784,3.18813351109937,37,47.25809651997273,0.6915605454168741
37,05,9.82431800352113,05,44.663706822016515,6.263200801496509,37,47.25809651997273,0.6915605454168741
37,06,52.77364001526506,06,43.9380214983474,7.116144773756707,37,47.25809651997273,0.6915605454168741
38,01,526.6800432223229,01,46.099628623191094,5.348923142711287,38,45.263262598177704,5.5761819174892295
38,02,6.84517886041647,02,49.559813275991445,3.558087277023658,38,45.263262598177704,5.5761819174892295
38,03,88.20474910220044,03,46.39381563364784,3.18813351109937,38,45.263262598177704,5.5761819174892295
38,04,38.42204443982183,04,44.105953173469146,6.243551214366354,38,45.263262598177704,5.5761819174892295
38,05,141.61915425072377,05,44.663706822016515,6.263200801496509,38,45.263262598177704,5.5761819174892295
38,06,399.6873369709982,06,43.9380214983474,7.116144773756707,38,45.263262598177704,5.5761819174892295
38,07,279.9379303718503,07,44.751719837620335,4.4245805188405125,38,45.263262598177704,5.5761819174892295
39,01,252.22225638688073,01,46.099628623191094,5.348923142711287,39,46.728358304189534,5.697869234874041
39,02,8.68099207096899,02,49.559813275991445,3.558087277023658,39,46.728358304189534,5.697869234874041
39,03,10.85791644435108,03,46.39381563364784,3.18813351109937,39,46.728358304189534,5.697869234874041
39,04,1.2991016205744,04,44.105953173469146,6.243551214366354,39,46.728358304189534,5.697869234874041
39,06,18.00626572686884,06,43.9380214983474,7.116144773756707,39,46.728358304189534,5.697869234874041
39,07,7.86948093685017,07,44.751719837620335,4.4245805188405125,39,46.728358304189534,5.697869234874041
40,02,11.65091361719905,02,49.559813275991445,3.558087277023658,40,43.96533876391471,-0.7840836970202509
40,03,27.564364731089874,03,46.39381563364784,3.18813351109937,40,43.96533876391471,-0.7840836970202509
40,06,26.326042475165572,06,43.9380214983474,7.116144773756707,40,43.96533876391471,-0.7840836970202509
40,07,8.01884027979002,07,44.751719837620335,4.4245805188405125,40,43.96533876391471,-0.7840836970202509
41,01,9.340211515498261,01,46.099628623191094,5.348923142711287,41,47.61671593495465,1.4295997189103498
41,02,11.48797608681485,02,49.559813275991445,3.558087277023658,41,47.61671593495465,1.4295997189103498
41,03,56.21533738462342,03,46.39381563364784,3.18813351109937,41,47.61671593495465,1.4295997189103498
41,06,41.6800022984328,06,43.9380214983474,7.116144773756707,41,47.61671593495465,1.4295997189103498
42,01,229.95337078748787,01,46.099628623191094,5.348923142711287,42,45.727005221545525,4.165887036267258
42,02,8.05614480983478,02,49.559813275991445,3.558087277023658,42,45.727005221545525,4.165887036267258
42,03,190.41160543479944,03,46.39381563364784,3.18813351109937,42,45.727005221545525,4.165887036267258
42,04,10.85793826049164,04,44.105953173469146,6.243551214366354,42,45.727005221545525,4.165887036267258
42,05,8.88688946958752,05,44.663706822016515,6.263200801496509,42,45.727005221545525,4.165887036267258
42,06,139.59234703696256,06,43.9380214983474,7.116144773756707,42,45.727005221545525,4.165887036267258
42,07,152.82369657035034,07,44.751719837620335,4.4245805188405125,42,45.727005221545525,4.165887036267258
43,01,23.06165582151085,01,46.099628623191094,5.348923142711287,43,45.12813001095225,3.8065983186058423
43,02,1.0292417271733,02,49.559813275991445,3.558087277023658,43,45.12813001095225,3.8065983186058423
43,03,98.98636420510009,03,46.39381563364784,3.18813351109937,43,45.12813001095225,3.8065983186058423
43,04,14.86553370687992,04,44.105953173469146,6.243551214366354,43,45.12813001095225,3.8065983186058423
43,06,5.730606429074661,06,43.9380214983474,7.116144773756707,43,45.12813001095225,3.8065983186058423
43,07,21.1152309609909,07,44.751719837620335,4.4245805188405125,43,45.12813001095225,3.8065983186058423
44,01,19.21837188809295,01,46.099628623191094,5.348923142711287,44,47.362674555092724,-1.679206206791195
44,02,18.15326705484093,02,49.559813275991445,3.558087277023658,44,47.362674555092724,-1.679206206791195
44,03,28.64811707994669,03,46.39381563364784,3.18813351109937,44,47.362674555092724,-1.679206206791195
44,04,31.55559554739366,04,44.105953173469146,6.243551214366354,44,47.362674555092724,-1.679206206791195
44,05,30.52833654561875,05,44.663706822016515,6.263200801496509,44,47.362674555092724,-1.679206206791195
44,06,221.5738699927908,06,43.9380214983474,7.116144773756707,44,47.362674555092724,-1.679206206791195
45,01,18.347235995516147,01,46.099628623191094,5.348923142711287,45,47.91194208423371,2.344431919483799
45,02,49.55701375348102,02,49.559813275991445,3.558087277023658,45,47.91194208423371,2.344431919483799
45,03,98.2921993342993,03,46.39381563364784,3.18813351109937,45,47.91194208423371,2.344431919483799
45,04,3.01511936016696,04,44.105953173469146,6.243551214366354,45,47.91194208423371,2.344431919483799
45,05,8.2154768342129,05,44.663706822016515,6.263200801496509,45,47.91194208423371,2.344431919483799
45,06,101.04983302673047,06,43.9380214983474,7.116144773756707,45,47.91194208423371,2.344431919483799
45,07,7.217285178290986,07,44.751719837620335,4.4245805188405125,45,47.91194208423371,2.344431919483799
46,02,4.99992428416002,02,49.559813275991445,3.558087277023658,46,44.62424348661171,1.604725442543942
46,03,2.79753508898749,03,46.39381563364784,3.18813351109937,46,44.62424348661171,1.604725442543942
46,05,12.43899260159965,05,44.663706822016515,6.263200801496509,46,44.62424348661171,1.604725442543942
46,06,24.111394747822544,06,43.9380214983474,7.116144773756707,46,44.62424348661171,1.604725442543942
46,07,0.999989874031723,07,44.751719837620335,4.4245805188405125,46,44.62424348661171,1.604725442543942
47,01,5.891053997756303,01,46.099628623191094,5.348923142711287,47,44.367743344825996,0.4605405122888159
47,02,15.79212043595716,02,49.559813275991445,3.558087277023658,47,44.367743344825996,0.4605405122888159
47,03,29.08229178790186,03,46.39381563364784,3.18813351109937,47,44.367743344825996,0.4605405122888159
47,04,7.64670328455609,04,44.105953173469146,6.243551214366354,47,44.367743344825996,0.4605405122888159
47,06,68.42586108768303,06,43.9380214983474,7.116144773756707,47,44.367743344825996,0.4605405122888159
47,07,9.33802464912154,07,44.751719837620335,4.4245805188405125,47,44.367743344825996,0.4605405122888159
48,01,9.962746200236861,01,46.099628623191094,5.348923142711287,48,44.51708660273776,3.500105510543498
48,02,6.02638854650035,02,49.559813275991445,3.558087277023658,48,44.51708660273776,3.500105510543498
48,03,11.65749643902412,03,46.39381563364784,3.18813351109937,48,44.51708660273776,3.500105510543498
48,05,11.03696541698826,05,44.663706822016515,6.263200801496509,48,44.51708660273776,3.500105510543498
